speaker1,speaker2
 bofu what's the weather going to be like in the city on thursday eofu bofu I need the weather for Thursday. I am in Seattle.  eofu bofu Okay thanks.  eofu, bofu In what city are you inquiring? eofu bofu In Seattle it will be raining on Thursday eofu bofu You're welcome! eofu
 bofu i'm taking medicine at 7pm with Marie eofu bofu Thank you. eofu," bofu Alright, setting a reminder to take medicine at 7 pm with Marie. eofu bofu Not a problem, have a good day. eofu"
 bofu navigate to the nearest place to get coffee eofu bofu Thanks. eofu, bofu Palo Alto Cafe is the nearest place to get coffee at 5 miles away at 436 Alger Drive.  eofu bofu You're welcome. eofu
" bofu Reminder to take medicine.  eofu bofu At 9 am on the 1st, with my father. eofu bofu That is it, thank you. eofu", bofu What time and day would you like the reminder to take medicine? eofu bofu Reminder set to take medicine at 9 am on the 1st with your father.  Is there anything else I can help you with? eofu bofu no problem eofu
 bofu tell me the weather for this week eofu bofu San Mateo please. eofu bofu Will it be foggy in San Mateo at all? eofu bofu Thanks for letting me know. eofu," bofu What city are you wanting to know the weather for? eofu bofu For San Mateo, it is expected to be 40-60F on Monday, 60-70F Tuesday, 30-40F Wednesday, 70-90F Thursday, and 80-100F Friday to Sunday. eofu bofu It will be foggy Monday and Tuesday in San Mateo. eofu"
 bofu can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room eofu bofu Thanks eofu, bofu Your business meeting with the Executive Team in conference room 100 is set for Wednesday at 1 pm to discuss to go over budget.  eofu bofu You are welcome eofu
 bofu is there snow in the forecast for the week eofu bofu brentwood eofu bofu Thank you car! eofu, bofu What city do you want the forecast for? eofu bofu It's not gonna snow in Brentwood this week eofu bofu Anytime! eofu
" bofu take me to a fast food restaurant eofu bofu Give me the Pizza Chicago directions please. eofu bofu Thank you car, pick a quick route if available! eofu bofu Thank you. eofu", bofu Pizza Chicago and Chef Chu's (Chinese) are  located 5 miles away. Would you like directions to either of those? eofu bofu I will display the directions to Pizza Chicago for you now.  eofu bofu There is a road block nearby but I sent on your screen the best route available eofu bofu You are welcome. eofu
 bofu what time is the meeting eofu, bofu The meeting is at 3 pm. eofu
" bofu I need to set a reminder for dinner.  eofu bofu It is for Monday at 6 pm. eofu bofu It's on August 8th, with Tom. It's also at 10pm, not 6pm. eofu", bofu for what day and time would you like to set this? eofu bofu Reminder set for dinner on Monday at 6 pm.  Is there anything else? eofu bofu Setting a reminder for dinner on Monday at 10 pm with Tom. eofu
 bofu Get the address to a chinese restaurant that i could get to the quickest. eofu bofu What is the address? eofu bofu Yes please. eofu," bofu Chef Chu's is a chinese restaurant located 6 miles way. There is currently heavy traffic though. eofu bofu 593 Arrowhead Way, we're 6 miles away: would you like me to set the route on your screen? eofu bofu Okay headed to Chef Chu's chinese restaurant eofu"
 bofu directions to local cafe eofu bofu Pick the one with the shortest distance please eofu bofu Yes please set the navigation. Thanks.  eofu," bofu There is Starbucks 1 miles away with heavy traffic and Philz 3 miles away with moderate traffic eofu bofu Starbucks at 792 Bedoin Street, there is heavey traffic, would you like the route information? eofu bofu You're welcome. Have a good day.  eofu"
 bofu On monday will there be a blizzard in boston? eofu bofu Thanks. eofu, bofu There will not be a blizzard in Boston on Monday. eofu bofu You're welcome.  eofu
 bofu give me directions to the nearest starbucks eofu bofu Any other place for coffee? eofu bofu Can you get me the address? eofu bofu Set my GPS for the quickest route now. eofu," bofu There is no Starbucks nearby. eofu bofu Coupa is nearby for coffee. eofu bofu The address is 394 Van Ness Ave, I sent it on your screen eofu bofu You're all set! eofu"
 bofu Where is the nearest rest stop? eofu bofu What is the address? eofu bofu Set the navigation and thank you so much for the help.  eofu, bofu The closeest rest stop is Comfort Inn which is 1 mile away.  eofu bofu Comfort Inn is at 753 University Ave. eofu bofu You're welcome and navigation is all set.  eofu
" bofu I'm kind of hungry, locate a pizza shop. eofu bofu What is the address? eofu bofu Thanks! eofu", bofu There is a Pizza Chicago 6 miles away. eofu bofu Pizza Chicago	is at 915 Arbol Dr. eofu bofu You're welcome.  eofu
 bofu i know what time my doctor's appointment is eofu, bofu Your appointment is on Friday at 11 am. eofu
" bofu Please give me the address and directions to the nearest parking garage, avoiding all heavy traffic.  eofu bofu OK, please give me directions via a route that avoids all heavy traffic.  eofu bofu Thank you car assistant! eofu", bofu Palo Alto Garage R is 1 mile away at 481 Amaranta Ave. with moderate traffic noted.  eofu bofu Setting fastest route to Palo Alto Garage R.  eofu bofu You're welcome! eofu
 bofu check the weather eofu bofu Will it rain in Durham in the next two days? eofu bofu That is great to know. eofu, bofu What city would you like weather information for? eofu bofu There is no rain scheduled in Durham for the next two days. eofu
 bofu What is the address for home?  eofu bofu Please pick a quick route and let's go there! eofu bofu Thank you car! eofu," bofu Your home is at 5671 barringer street, we're 8 miles away and there is a road block nearby eofu bofu Setting the quickest route to home at 5672 Barringer Street.  eofu bofu No problem eofu"
" bofu take me to a place where i can get some hot tea eofu bofu Which one is the fastest to reach? eofu bofu Let's try Teavana then, map a route and let's go there.  eofu bofu Thanks for the help.  eofu", bofu There is a Peets Coffee and a Teavana close by. eofu bofu Both are 4 miles away and neither have traffic eofu bofu I sent to your screen a route with no traffic: drive carefully! eofu bofu You're welcome.  eofu
" bofu what route can i take home to avoid traffic eofu bofu Thank you very much car, please send the address on the screen and let's go there! eofu bofu Thanks car. eofu"," bofu There is no traffic in this moment and we're just 5 miles away from home, you will reach in few minutes eofu bofu Home is located at 10 Ames Street. We should be there soon.  eofu bofu Goodbye. eofu"
" bofu is snow forecasted this week eofu bofu Corona, please! eofu bofu Thank you eofu", bofu What city do you want to find out if it is snowing in? eofu bofu There is no snow in the forecast for Corona. eofu bofu You are welcome. eofu
 bofu Will there be drizzle in Camarillo this week? eofu bofu Thank you eofu, bofu There will be rain on Tuesday but no drizzle in the forecast for Camarillo this week.  eofu bofu no problem eofu
" bofu what is the weather eofu bofu In Durham, please.  eofu bofu The forecast today. eofu bofu Alright, thanks eofu", bofu Please tell me the city you would like the weather for? eofu bofu What would you like to know about the weather in Durham? eofu bofu It is raining with temperatures between 90-100F in Durham. eofu bofu No problem! You are welcome. eofu
" bofu what is the weather forecast like in the city eofu bofu Find out if there will be snow in Cleveland this Wednesday, please.  eofu bofu Thank you.  eofu", bofu Can you tell me what city I should give you the weather information about? eofu bofu There will be no snow this Wednesday in Cleveland.  eofu bofu You're welcome. eofu
" bofu Schedule a conference at 4pm, on the 1st, with HR eofu bofu Thank you. eofu", bofu Scheduling a conference at 4pm on the 1st with HR  eofu bofu glad to help eofu
 bofu Schedule a dentist appointment on the 8th at 1 pm with my aunt. eofu bofu Thank you. eofu, bofu I will schedule a dentist appointment on the 8th at 1pm with Aunt. eofu bofu you're welcome eofu
 bofu I need the quickest route to a gas station please.  eofu bofu Yes please send me the address and how's the traffic? eofu bofu Thank you. eofu, bofu The quickest route to a gas station is through moderate traffic. Would you like more info? eofu bofu Valero is at 200 Alester Ave and there is moderate traffic. eofu bofu You are welcome. eofu
 bofu navigate to my friend's home please eofu bofu Well let's go home then.  eofu bofu Thanks a lot eofu," bofu I do not have an address for your friend's home. eofu bofu Setting navigation to 56 cadwell street now. It is 4 miles away but there is a road block nearby, so drive carefully.  eofu bofu You're welcome! eofu"
 bofu give me the 7 day weather forecast eofu bofu San Mateo. eofu bofu Will it be windy at all next week in San Mateo? eofu bofu Thanks for the info. eofu," bofu What city do you want the weather for? eofu bofu It will be warm in the beginning of the week and turn to rain and snow in San Mateo next week.  It will be 30-40F Monday, 70-80F Tuesday, 60-70F Wednesday, 30-40F Thursday, 90-100F Friday, 90-100F Saturday, and 40-60F Sunday. eofu bofu It will not be windy in San Mateo next week. eofu bofu Anytime. eofu"
" bofu what time is my doctor appointment eofu bofu Okay, thanks.  eofu", bofu It is Tuesday at 1 PM. eofu bofu You're welcome.  eofu
 bofu I want tea. eofu bofu What is the address? eofu bofu Yes please. Thank you.  eofu," bofu I have a location for a place that serves tea that is 5 miles away. You need more info? eofu bofu Palo Alto Cafe is located at 463 Alger Dr. Want me to set the GPS? eofu bofu You're welcome, glad I could help you.  eofu"
 bofu remind me of the time for today's dinner eofu, bofu Today's dinner is at 5 pm.  eofu
 bofu Will it be hot in Brentwood on Wednesday? eofu bofu Thanks. eofu," bofu No, on Wednesday it will be foggy in Brentwood eofu bofu Anytime. eofu"
 bofu Which one is gonna be the highest temperature tomorrow in Durham? eofu bofu Thank you. eofu, bofu The highest temperature in Durham is predicted to be 50 tomorrow eofu bofu Anytime. eofu
 bofu Schedule a yoga activity with Alex for the 2nd at 1pm. eofu, bofu Scheduling yoga activity with Alex for the 2nd at 1pm. eofu
 bofu Schedule a swimming activity with my brother for next Wednesday at 2pm. eofu bofu Thanks. eofu," bofu Okay, scheduling a swimming activity with your brother for next Wednesday at 2pm. eofu"
" bofu please show me the weekly weather report eofu bofu Los Angeles eofu bofu Alright, thanks eofu"," bofu Which city would you like the weekly weather report for? eofu bofu Snow, overcast, drizzle, clear and foggy skies are predicted this week in Los angeles eofu bofu My pleasure driver.  eofu"
 bofu What date and time is my football activity? eofu bofu Okay thanks. eofu, bofu Your football activity is on the 13th at 10 am eofu bofu you're welcome eofu
 bofu Schedule a reminder for a doctor appointment with my father on August 22nd at 10am eofu bofu Thank you. eofu," bofu Okay, setting a reminder for your doctor's appointment on August the 22nd at 10 am with your father. eofu bofu You are welcome. eofu"
" bofu tomorrow's forecast eofu bofu Tomorrow's forecast for Boston. eofu bofu Okay, thanks! eofu"," bofu What city are you interested in? eofu bofu Tomorrow in Boston there will be clear skies, and a low of 20F with a high of 40F. eofu bofu You're welcome! eofu"
" bofu Look up the seven day forecast in Redwood City and find out if it will be foggy at all. eofu bofu Alright, thanks eofu", bofu It will not be foggy in Redwood City this week.  eofu bofu Anytime. eofu
 bofu when will my lab results be in eofu," bofu You have a lab appointment this Wednesday at 7 pm. I don't know when labs wil be available, though. eofu"
" bofu what is the temperature eofu bofu Compton, on Friday please eofu bofu Thanks. eofu"," bofu For what city? eofu bofu On Friday the temperature in Compton will be low of 80F, and high of 90F eofu bofu No problem! eofu"
 bofu bring me to the nearest grocery store eofu bofu Yes please. eofu," bofu The nearest grocery store is Sigona Farmers Market 4 miles away, would you like directions? eofu bofu I will start navigating now.  eofu"
" bofu can i get the two day weather report eofu bofu Inglewood, will it snow anytime in the next two days eofu bofu Thanks. eofu"," bofu What city would you like to know about? eofu bofu The weather forecast in Inglewood today shows a blizzard, while tomorrow there will be frost. eofu bofu Have a good day. eofu"
 bofu What is the low today in Brentwood? eofu bofu Thank you car! eofu, bofu The low temperature in Brentwood today is 20F eofu bofu You're welcome.  eofu
 bofu will there be drizzle on tuesday eofu bofu Grand rapids eofu bofu Thanks. eofu, bofu What location do you want the weather for? eofu bofu There is a forecast of rain on Tuesday with a low of 20F and a high of 40F. eofu bofu Anytime. eofu
 bofu set reminder to make doctor's appointment eofu bofu My appointment is on the 12th of this month at 10am.  Please set a reminder for that date and time. eofu, bofu What time is your appointment? eofu bofu Okay. I have set a reminder for the doctor's appointment on the 12th of this month at 10am.  eofu
" bofu What time does my next dinner gathering start and who will be attending? eofu bofu OK, will anyone else be attending? eofu bofu OK, thanks. eofu"," bofu Your next dinner gathering is the 12th at 7 pm with Marie. eofu bofu No, just Martha.  eofu bofu You're welcome, goodbye. eofu"
 bofu what is the forecast in my city eofu bofu I am in Compton. eofu bofu Tell me the forecast for the next few days eofu bofu Thanks. eofu, bofu What is your city? eofu bofu What would you like to know about the weather in Compton? eofu bofu It will be hot on Monday between 70-90F and drizzling on Tuesday between 90-100F. eofu bofu You are welcome. eofu
 bofu what time is the football game eofu bofu Thank you!  eofu, bofu the football game starts at 11 am friday morning. eofu
" bofu Hello car. Hi I want to find out the time and the parties attending my lab appointment please.  eofu bofu Great, thanks. eofu", bofu Your sister will be in attendance at your 3 pm lab appointment eofu bofu happy to help eofu
 bofu Find me a gas station that i could get to with the least amount of traffic. eofu bofu Where is it located? eofu bofu Okay thank you eofu," bofu There is a Chevron 1 mile away. eofu bofu Chevron is at 783 Arcadia Pl. eofu bofu Happy to help, have a great day.  eofu"
" bofu find me the nearest grocery store eofu bofu Ok, can you get us there? eofu bofu Yes, please pick the quickest route to get there, thank you! eofu"," bofu The nearest one is Whole Foods, it's 6 miles away and there is a road block nearby eofu bofu Yes I can get you to Whole Foods at 819 Alma St. Want me to set the navigation? eofu bofu You are welcome eofu"
" bofu please check the weather for this week eofu bofu Will it be warm in San Mateo? eofu bofu Okay, thanks for checking! eofu"," bofu Alright, what location are you asking about? eofu bofu It will not be warm in San Mateo. eofu bofu No problem! eofu"
 bofu find what time my lab appointment is for eofu bofu The one for the doctor eofu bofu Nice! Thank you. eofu," bofu You have 3 appointments doctor, optometrist and dentist  eofu bofu Your doctor's appointment is Monday at 11 am. eofu bofu No Problem! eofu"
 bofu show me the nearby hospital eofu bofu Yes sounds good.  eofu bofu Thank you. eofu," bofu Stanford Childrens Health is at 899 Ames Ct, 4 miles away. Would you like directions there?  eofu bofu There is heavy traffic but I picked another route for you. I sent all the info on your screen, drive carefully! eofu bofu You are welcome. eofu"
 bofu Local chinese restaurant is needed pronto. eofu bofu What's the address? eofu bofu Thanks! eofu, bofu Mandarin Roots is a chinese restaurant located 1 mile away. eofu bofu 271 Springer Street is the address for Mandarin Roots. eofu bofu You're welcome and happy to help.  eofu
" bofu I need to find a hospital quickly, without any heavy traffic eofu bofu Yes, where is it? eofu bofu Thank you eofu"," bofu Stanford Express Care is 5 miles away with no traffic. Would you like directions there?  eofu bofu Its address is 214 El Camino Real, I sent its position on your screen eofu bofu You're welcome! eofu"
 bofu when's my next scheduled yoga class eofu bofu Okay thank you! eofu, bofu Your next yoga class is at 1pm on Tuesday.  eofu bofu You're welcome.  eofu
" bofu quickest route home eofu bofu Ok give me the address and set the route please. eofu bofu Pick the quickest one please, and thank you! eofu"," bofu There is heavy traffic on our way home but we're just 5 miles away, it won't take too long to reach eofu bofu Setting route to 5671 barringer street now. eofu bofu That's the quickest available route, GPS set. Have a great day.  eofu"
 bofu i know what time my doctor's appointment is eofu bofu Perfect. Nothing else.  eofu, bofu Your doctor's appointment on Wednesday is at 10 m.  eofu
" bofu directions to the nearest grocery store eofu bofu Yes, I need the fastest route eofu bofu Thank you eofu"," bofu The nearest grocery store is whole foods at 819 Alma St, 1 mile away. Would you like directions there? eofu bofu Although there is a car collision nearby, it is the fastest route to Whole Foods 1 mile away eofu bofu You are welcome.  eofu"
" bofu what's the weather like eofu bofu Find out if it is humid in New York, this Tuesday. eofu bofu Thanks. eofu"," bofu For what city would you like to know the weather for? eofu bofu Tuesday in New York should not be humid, frost is predicted with a high of 40F. eofu bofu Anytime. eofu"
" bofu Is there a hospital within 5 miles? eofu bofu Pick a route to avoid all heavy traffic and send it to my map, please eofu bofu Thank you car, you rock! eofu"," bofu I have info only about the Stanford Express Care hospital, but it's 8 miles away eofu bofu The route to Stanford Express Care is reporting moderate traffic to 214 El Camino Real. GPS set.  eofu bofu You're welcome; drive safely, and take care. eofu"
 bofu how do i get to the nearest restaurant eofu bofu Please give me the address and directions to the restaurant via a route that avoids heavy traffic.  eofu bofu Thank you.  eofu," bofu There are two chinese restaurants nearby. P.F.Changs and Tai Pan, which one would you prefer? eofu bofu Tai Pan is 4 miles away at 830 Almanor Ln. There is no traffic. Setting navigation now. eofu bofu You're welcome! eofu"
 bofu what's the weather like this week eofu bofu Let me know if it is going to be cloudy in Compton this week eofu bofu Thanks. eofu, bofu For what city would you like to know the weather for? eofu bofu It will not be cloudy in Compton this week. eofu bofu You are welcome. eofu
 bofu What day is the football activity and who is coming? eofu bofu Thanks. eofu, bofu You currently have three football activities scheduled. One is on Monday and Martha will be attending. The other i on Sunday and you sister will be attending. The last is on the 8th and your aunt will be attending. eofu bofu You are welcome. eofu
 bofu What time is my next dinner and who will be attending it? eofu bofu The one on the 16th. Thanks.  eofu bofu Thank you eofu," bofu I have two, which one? One with Mother on the 16th or one with Aunt on the 15th? eofu bofu the dinner on the 16th is scheduled for 7pm. eofu bofu You are welcome. eofu"
 bofu what is the weather eofu bofu Fresno for Tuesday. eofu bofu Thank you.  eofu, bofu What city and time period are you interested in? eofu bofu Tuesday is going to be humid with the high near 100 and the lows in the 80s for Fresno.  eofu bofu You're welcome.  eofu
" bofu find the closest parking lots to me please eofu bofu Yes please. eofu bofu I wish to reach fast but patience.. thank you car, set the GPS! eofu"," bofu We are 6 miles away from Stanford Oval Parking: do you want me to send you the address on screen? eofu bofu The address is 610 Amarillo Ave, and there is heavy traffic in this moment: set the GPS there anyway? eofu bofu Happy to help, you're welcome.  eofu"
" bofu Will it be overcast in Alameda on Monday? eofu bofu Okay, thank you eofu", bofu On Monday it's gonna be foggy in Alameda eofu bofu You are welcome. eofu
 bofu How will it be the weather forecast for the next two days in Exeter? eofu bofu Thanks. eofu," bofu The weather in Exeter will be windy today, and hot tomorrow eofu bofu You are welcome. eofu"
 bofu What is the date and time of my next yoga activity? eofu bofu Thanks. eofu, bofu Your next yoga activity is on the 3rd at 11 am. eofu bofu You are welcome. eofu
 bofu it's going to be raining so i have to drive slow eofu bofu Durham. eofu bofu Thank you car! eofu," bofu Where are you driving? eofu bofu The weather forecast predicts that Durham will see rain on Monday and Friday, with hail on Saturday. eofu bofu You're welcome my driver! eofu"
" bofu Car, find the address for the grocery store, I need the details of location like the closest one with route details, shortest distance please. eofu bofu Thanks! eofu", bofu The address of Trader Joes is 408 University Ave. eofu bofu No problem! eofu
 bofu Will there be a blizzard in seattle this week? eofu bofu Thank you. eofu, bofu There is gonna be no blizzard this week in Seattle eofu bofu No problem! eofu
" bofu what is the weather for next week eofu bofu I'm interested in Seattle, will it be humid this week? eofu bofu thank you eofu"," bofu What city are you interested in? eofu bofu In Seattle it could be humid when there will be blizzard on Tuesday, when it will be foggy on Friday and drizzle on Saturday eofu bofu You're welcome! eofu"
 bofu Will it be foggy in Carson on Saturday? eofu bofu Thank you eofu," bofu No, on Saturday the weather will be warm in Carson eofu bofu You're welcome! eofu"
" bofu what's the highest temperature for this week eofu bofu Redwood City please, the highest temperature for this week.  eofu bofu Thank you! eofu", bofu You wanna know the highest temperature of which city? eofu bofu Sunday says that it has the highest temperature in redwood City this week. eofu bofu Anytime. eofu
 bofu Will it be stormy in Carson on Sunday? eofu bofu Thanks. eofu, bofu It will not be stormy in Carson on Sunday. eofu bofu You are welcome. eofu
" bofu Fastest route to the grocery store.  eofu bofu Alright, where is Hacienda located? eofu bofu Yes, please pick the fastest route and send it on my map! eofu bofu Thanks for the help.  eofu", bofu We're 4 miles away from Hacienda Market and there is moderate traffic on our way eofu bofu Its address is 1313 Chester Ave. Do you want me to set the GPS on this destination? eofu bofu Hacienda Market is at 1313 Chester Ave and the GPS is set.  eofu bofu You're welcome.  eofu
 bofu insert reminder to take my pills in the calendar eofu, bofu What time and what days should I add the reminder for?  eofu
 bofu tell me when is my next meeting and who are invited in the meeting and what are the agenda of the next meeting eofu bofu Thank you  eofu, bofu You next meeting is on Monday at 1pm.  HR will be in attendance to go over the budget. eofu
 bofu give me directions to the nearest grocery store eofu bofu Yes and I need the quickest route please.  eofu bofu Thanks so much for your help. eofu," bofu The nearest grocery store is Trader Joes, would you like directions? eofu bofu Trader Joe's is 5 miles away at 408 University Avenue.  eofu bofu You're very welcome! eofu"
 bofu What time is my next football activity and who will be attending? eofu bofu No that will be all. eofu, bofu Your next football activity is with Jeff at 4pm. Do you need the date as well? eofu bofu happy to help eofu
" bofu give me directions to my house eofu bofu Thank you car, hope you picked a quick route to go there, I need bathroom... eofu"," bofu We're 2 miles away from home but there is heavy traffic on our way, I sent you the quickest way on screen eofu bofu No problem. eofu"
" bofu Where is my conference, what is it about, and what day is it. eofu bofu Thanks! eofu", bofu You have a conference on the 10th and a conference on the 8th.  Both are in conference room 100 and are to discuss the merger. eofu bofu Glad i can assist you. eofu
 bofu tell me the best route to get home with the least amount of traffic eofu bofu Yes sounds good.  eofu bofu Pick the fastest way please! eofu bofu Thank you car! eofu, bofu Home is only 1 mile away and there is no traffic. Would you like the directions now?  eofu bofu Setting navigation now.  eofu bofu Setting navigation to 56 cadwell street now. eofu bofu You're very welcome! eofu
 bofu Are there any Chinese restaurants here? eofu bofu Which has less traffic? eofu bofu Ok well let's go to the closest one. eofu bofu Let's go to Jing Jang's. What's the address? eofu bofu Thanks set the GPS for there please. eofu, bofu There is Jing Jing and PF Changs. eofu bofu They are the same. eofu bofu They are both 3 miles away with moderate traffic to each location.  eofu bofu Jing Jing is located at 113 Arbol Dr.  eofu bofu GPS set and have a safe trip.  eofu
 bofu what will the temperature be this weekend eofu bofu Downtown Chicago please. Find out the temperature for this week car. eofu bofu Thank  you! eofu," bofu What city are you inquiring about? eofu bofu This week the temperature in Downtown Chicago will be Monday: 30F, high of 40F, Tuesday: low of 80F, high of 90F, Wednesday: low of 20F, high of 30F, Thursday: low of 20F, high of 40F, Friday: low of 20F, high of 30F, Saturday: low of 90F, high of 100F, Sunday: low of 20F, high of 30F eofu bofu My pleasure.  eofu"
 bofu Set a reminder for dinner at 3PM on Sunday with my aunt. eofu bofu Thank you! eofu," bofu OK, I have set a reminder for this Sunday at 3pm that you will be having dinner with your Aunt.  eofu"
" bofu I need a reminder, it's for a swimming activity at 10am, 14th of August, with mother. eofu bofu Thanks.  eofu bofu Thank you again, goodbye. eofu"," bofu Okay, i am setting a reminder for a swimming activity on August 14th at 10am with your mother. eofu bofu Okay, i am scheduling a swimming activity with your mother for August 14th at 10am. eofu bofu You're welcome.  eofu"
 bofu please tell me about the time and date my next meeting is scheduled for and what i hope to accomplish it eofu bofu Where is the location of the meeting? eofu bofu Thank you eofu, bofu Your next meeting is Tuesday at 10am. Its purpose is to discuss the merger.  eofu bofu The location is the 100 conference room. eofu
 bofu Schedule a reminder for my yoga class at 7pm on my calendar with Tom. eofu bofu the 15th. eofu bofu Thank you eofu," bofu What date is that on? eofu bofu Okay, scheduling your 7 pm yoga class on the 15th with Tom . eofu"
 bofu is the weather cloudy right now eofu bofu I am in Durham. eofu bofu Thank you eofu, bofu What city are you located in so i could check to see if it's cloudy outside today? eofu bofu Yes it is cloudy in Durham today. eofu bofu You're welcome. eofu
 bofu What is the lowest temperature in Compton on Wednesday? eofu bofu Thanks so much.  eofu, bofu The lows forecast for Wednesday in Compton is the 40s.  eofu bofu anytime eofu
" bofu show me the locations of all of the nearby motels eofu bofu Ok, can you navigate us there? eofu bofu Thank you.  eofu"," bofu The Comfort Inn located at 753 university Ave is the only rest stop I can find. There is a road block nearby, but it is 3 miles away eofu bofu Sure, I sent the info on your map, drive carefully! eofu bofu You're welcome! eofu"
 bofu please give me directions to a nearby parking garage parking lot eofu bofu Sounds great. Set the GPS for there. Thanks.  eofu bofu Thank you. eofu, bofu Stanford Oval parking is the nearest parking garage. It is 5 miles away and this route is traffic free. eofu bofu Navigating to 610 Amarillo Ave. eofu bofu You're welcome! eofu
 bofu schedule a new meeting eofu, bofu When and where is this meeting? eofu
 bofu Where can I get pizza? eofu bofu Yes sounds great. Set the quickest route please. eofu bofu Thank you for the help.  eofu," bofu We're 5 miles away from Pizza My Heart, they're loved on Yelp! Would you like to go there? eofu bofu The quickest route to Pizza My Heart is through moderate traffic, 5 Miles away. eofu bofu Always happy to help, you're welcome.  eofu"
 bofu What is the date of my next medicine activity and who will be attending? eofu bofu Thanks! eofu," bofu I have you set for two, one at 1pm on the 8th with Jeff, and one at 4pm on Monday with Alex. eofu bofu No problem. eofu"
 bofu Is it gonna be stormy in Danville today and tomorrow? eofu bofu Thank you eofu, bofu The weather forecast in danville does not predict stormy weather today or tomorrow eofu bofu Anytime. eofu
" bofu Where can I go shopping? eofu bofu That's good, please send me a quick route on my screen eofu bofu Thanks so much. eofu", bofu Stanford Shopping Center is 1 mile away. eofu bofu Stanford Shopping Center is at 773 Alger Dr. eofu bofu You are welsome eofu
" bofu Car I need the address of a parking garage near me, please help me! eofu bofu Is that the closest one to me? If so send me the address. eofu bofu What is the address? eofu bofu Please pick the fastest route and let's go there, thank you! eofu"," bofu Webster Garage is 7 miles away. eofu bofu Yes, it's the closest one, I sent its position on your screen eofu bofu Webster Garage is located at 880 Ames Ct. eofu bofu No problem! eofu"
 bofu please let me know the weather forecast for tomorrow eofu bofu Will it be overcast in Manhattan tomorrow? eofu bofu Thanks. eofu, bofu For what city would you like the forecast? eofu bofu It will not be overcast in Manhattan tomorrow. eofu bofu No problem. eofu
" bofu Where is the local pizza shop at? eofu bofu Could you please pick a route with no traffic to reach there? eofu bofu Yes, please give directions via the route with least traffic.  eofu bofu Thank you very much car! eofu"," bofu The nearest is Dominos at 776 Arastradero Rd. Would you like directions there? eofu bofu Dominos is 2 miles away, but there is a car collision nearby. Would you still like directions there? eofu bofu Ok, sending directions to Domino's at 776 Arastradero Rd with route having least traffic.  eofu bofu You are welcome driver! eofu"
" bofu Get me the address of a chinese restaurant around this area. eofu bofu No need, it will work fine, please pick a route to avoid all heavy traffic and let's go there eofu bofu Thank you, what is the address? eofu bofu Thank you car, let's go there! eofu", bofu The closest chinese restaurant i have is 4 miles away. Would you like more info? eofu bofu Setting GPS on route to avoid all heavy traffic. eofu bofu Jing Jing's address is 113 Arbol Dr.  eofu bofu You're welcome! eofu
" bofu I need a reminder for the dinner later this week.  eofu bofu Set the dinner for 10 am with Marie. Later this week like I said before, thanks. eofu bofu For Saturday please. eofu bofu Great, thanks. eofu"," bofu Sure, what time is your dinner at? eofu bofu I will set a reminder for Dinner at 10 am with Marie later this week, what day exactly?  eofu bofu Setting a reminder for your dinner with Marie at 10 am on Saturday. eofu bofu you're welcome eofu"
 bofu I need to find out the time and parties attending for my medicine taking.  eofu bofu Thank you very much! eofu," bofu You have three medicine events scheduled. One at 5pm with you brother, another at 3pm with Tom, and one at 7pm with your sister. eofu bofu you are welcome eofu"
" bofu Is there a parking garage around? eofu bofu Yes, please set a quick route to go there, thank you! eofu bofu Thanks eofu"," bofu We are 5 miles away from Palo Alto Garage R, would you like to set the GPS to get there? eofu bofu It's located at 481 Amaranta Ave and the GPS is set.  eofu bofu You're welcome! eofu"
" bofu Set a reminder for my conference with management later this week at 11 am. eofu bofu Great. No, thank you! eofu"," bofu Okay, I have that reminder set for you. Anything else? eofu bofu happy to help eofu"
 bofu remind me what's planned for the meeting today eofu bofu What is my agenda today? eofu bofu Okay that solves it.  eofu, bofu You have 2 meeting scheduled today to discuss the company picnic eofu bofu You have a meeting with the sales team to discuss the company picnic on friday at 2pm in conference room 100 eofu bofu Okay eofu
" bofu find me somewhere to park eofu bofu Yes please.  eofu bofu Thank you car, please set a route without traffic to get there eofu"," bofu I have a parking garage 2 miles away. Would you like the name and address to it? eofu bofu It is Palo Alto Garage R at 481 Amaranta Ave. eofu bofu I've picked the fastest possible route, follow the directions on the screen and enjoy your driving! eofu"
" bofu Where can I get groceries? eofu bofu Let's go at Safeway, show me the fastest route please eofu bofu Thank you1 eofu", bofu There is two grocery stores nearby; one called Safeway at 6 miles away and one called Trader Joes and it's 8 miles away.  eofu bofu Here is the fastest route to Safeway. eofu bofu Anytime! eofu
" bofu please give directions to the nearest starbucks eofu bofu Can I get the address? eofu bofu Sounds good, navigate me there please. eofu"," bofu There are no Starbucks around but we're 6 miles away from Cafe Venetia eofu bofu Cafe Venetia is located at 269 Alger Drive.  eofu bofu Sure, I sent the info on your screen, drive carefully! eofu"
 bofu What's the weather forecast in San Francisco for the next two days? eofu bofu Thank you.  eofu, bofu In next two days there will be hail and then rain in San Francisco eofu bofu You're welcome! eofu
 bofu what is the weather is it going to rain eofu bofu Is it going to rain in Menlo Park this week? eofu bofu Thank you. eofu, bofu What city are you wanting to know about? eofu bofu It is forecast to rain Friday and Sunday in Menlo Park.  eofu bofu You're welcome. eofu
